review,rating,date,bank,source
Betanya Gebre,3,2024-08-23 21:29:23,BOA,Google Play
I dont recommand it to any one,1,2024-08-23 11:05:36,BOA,Google Play
Good,5,2024-08-22 09:00:42,BOA,Google Play
Excellent app,5,2024-08-21 13:20:16,BOA,Google Play
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20 12:35:21,BOA,Google Play
ትርሃስ,5,2024-08-19 18:58:10,BOA,Google Play
Gio,4,2024-08-19 13:12:51,BOA,Google Play
App isn't working,1,2024-08-18 20:48:13,BOA,Google Play
Best app,5,2024-08-18 20:19:44,BOA,Google Play
so far good but always it lugs,3,2024-08-17 19:16:57,BOA,Google Play
Don't trust this bank and its service.,1,2024-08-16 14:31:36,BOA,Google Play
"I can not open and use the application,please help me!",5,2024-08-15 21:13:25,BOA,Google Play
Horrible,1,2024-08-14 22:31:06,BOA,Google Play
Mostly not working 😑,1,2024-08-14 12:29:24,BOA,Google Play
Good,5,2024-08-13 20:26:12,BOA,Google Play
Awesome 👌,5,2024-08-12 14:38:07,BOA,Google Play
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12 13:23:20,BOA,Google Play
Thank you,3,2024-08-12 11:06:19,BOA,Google Play
Very poor app b/c highly slow to open the app,1,2024-08-12 07:56:44,BOA,Google Play
Ok,5,2024-08-12 03:46:06,BOA,Google Play
best,1,2024-08-12 02:34:06,BOA,Google Play
Best app,5,2024-08-11 22:38:09,BOA,Google Play
Wedi Tekle .,5,2024-08-11 16:13:14,BOA,Google Play
Bad app📱👎👎👎,1,2024-08-11 12:39:15,BOA,Google Play
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11 09:12:42,BOA,Google Play
Nice appp,5,2024-08-11 07:23:42,BOA,Google Play
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10 18:31:56,BOA,Google Play
Gooood app my dear,5,2024-08-10 02:59:07,BOA,Google Play
Harun tamam galanaa,3,2024-08-09 17:30:52,BOA,Google Play
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08 15:31:00,BOA,Google Play
Gamebela,1,2024-08-08 15:07:21,BOA,Google Play
so poor app to use can't start up when open the app,1,2024-08-08 10:48:54,BOA,Google Play
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07 16:34:52,BOA,Google Play
Good job,5,2024-08-07 13:56:13,BOA,Google Play
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07 13:03:34,BOA,Google Play
good,3,2024-08-07 11:50:31,BOA,Google Play
Good,5,2024-08-07 11:14:08,BOA,Google Play
Bad app .,1,2024-08-06 21:40:31,BOA,Google Play
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06 18:12:53,BOA,Google Play
Review,5,2024-08-06 18:00:43,BOA,Google Play
Goood,4,2024-08-06 16:21:08,BOA,Google Play
Ok,5,2024-08-06 15:33:00,BOA,Google Play
👎👎👎👎👎👎👎👎👎,1,2024-08-06 00:59:16,BOA,Google Play
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04 13:53:44,BOA,Google Play
The previous version is better it doesn't work,1,2024-08-04 09:16:27,BOA,Google Play
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03 23:59:13,BOA,Google Play
ok,5,2024-08-03 22:37:02,BOA,Google Play
Nice,5,2024-08-03 11:16:43,BOA,Google Play
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03 11:00:33,BOA,Google Play
Great,5,2024-08-03 10:20:06,BOA,Google Play
It's a useless app,1,2024-08-02 09:54:12,BOA,Google Play
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01 19:04:25,BOA,Google Play
Poor network,1,2024-08-01 08:48:09,BOA,Google Play
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31 23:20:53,BOA,Google Play
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31 15:03:12,BOA,Google Play
"It's not working totally, what a useless app is it,",1,2024-07-31 13:54:39,BOA,Google Play
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31 09:01:07,BOA,Google Play
this is so disappointing app 😞,1,2024-07-31 00:37:56,BOA,Google Play
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29 17:48:26,BOA,Google Play
Ok,5,2024-07-29 10:47:11,BOA,Google Play
Nays,5,2024-07-28 20:19:24,BOA,Google Play
The worst app,1,2024-07-28 18:35:54,BOA,Google Play
it can't even open and only display error messages,1,2024-07-27 21:01:32,BOA,Google Play
not active,1,2024-07-27 15:39:42,BOA,Google Play
To get good quality,5,2024-07-27 09:22:10,BOA,Google Play
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26 11:36:44,BOA,Google Play
uselss app dont download,1,2024-07-26 11:36:14,BOA,Google Play
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25 23:24:26,BOA,Google Play
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25 12:35:54,BOA,Google Play
Corrupted and poor app,1,2024-07-24 18:58:27,BOA,Google Play
Good,1,2024-07-24 11:51:19,BOA,Google Play
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24 10:27:07,BOA,Google Play
Nice,5,2024-07-24 09:54:06,BOA,Google Play
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23 23:29:08,BOA,Google Play
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23 18:53:32,BOA,Google Play
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23 18:36:47,BOA,Google Play
Poor application. It turned off by itself,1,2024-07-23 16:06:20,BOA,Google Play
Okay,5,2024-07-23 15:54:10,BOA,Google Play
Allowed,5,2024-07-23 15:41:00,BOA,Google Play
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23 10:35:15,BOA,Google Play
we want international mobile banking,1,2024-07-22 23:31:31,BOA,Google Play
"screenshot isn't working, Please modify it",2,2024-07-22 17:38:15,BOA,Google Play
Naziriet measho 89160437,1,2024-07-22 00:45:21,BOA,Google Play
Ahmed Mohammed husen,3,2024-07-21 19:33:55,BOA,Google Play
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19 22:15:38,BOA,Google Play
I have experiance,5,2024-07-19 22:12:05,BOA,Google Play
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19 18:36:11,BOA,Google Play
Wow,5,2024-07-19 16:21:51,BOA,Google Play
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19 09:35:32,BOA,Google Play
ርይርፍ,3,2024-07-19 08:11:01,BOA,Google Play
The previous application is much better than this one,1,2024-07-18 17:40:55,BOA,Google Play
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18 11:45:25,BOA,Google Play
mal,5,2024-07-16 23:55:56,BOA,Google Play
It is not working at all,1,2024-07-16 20:29:37,BOA,Google Play
Excellent,5,2024-07-16 19:57:45,BOA,Google Play
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16 16:37:32,BOA,Google Play
Wow,5,2024-07-16 13:01:39,BOA,Google Play
😞😞😞😞,1,2024-07-16 00:13:22,BOA,Google Play
